recprob,subject,encpos,list_type,item,soa
0,4,7,emotional,oddball,1
0.5,5,7,emotional,oddball,1
0,6,7,emotional,oddball,1
0.5,7,7,emotional,oddball,1
0.5,9,7,emotional,oddball,1
0.5,10,7,emotional,oddball,1
0,11,7,emotional,oddball,1
0,12,7,emotional,oddball,1
1,14,7,emotional,oddball,1
1,15,7,emotional,oddball,1
0,16,7,emotional,oddball,1
0,17,7,emotional,oddball,1
0.333333333333333,19,7,emotional,oddball,1
0,20,7,emotional,oddball,1
0,23,7,emotional,oddball,1
0,26,7,emotional,oddball,1
1,27,7,emotional,oddball,1
1,28,7,emotional,oddball,1
0,29,7,emotional,oddball,1
0,30,7,emotional,oddball,1
0,32,7,emotional,oddball,1
1,33,7,emotional,oddball,1
1,34,7,emotional,oddball,1
1,35,7,emotional,oddball,1
0,36,7,emotional,oddball,1
1,37,7,emotional,oddball,1
0,40,7,emotional,oddball,1
1,41,7,emotional,oddball,1
0,42,7,emotional,oddball,1
0,43,7,emotional,oddball,1
0.333333333333333,45,7,emotional,oddball,1
0.5,47,7,emotional,oddball,1
0,48,7,emotional,oddball,1
1,49,7,emotional,oddball,1
1,52,7,emotional,oddball,1
0,53,7,emotional,oddball,1
0.5,54,7,emotional,oddball,1
0,55,7,emotional,oddball,1
0,56,7,emotional,oddball,1
1,57,7,emotional,oddball,1
1,58,7,emotional,oddball,1
0,59,7,emotional,oddball,1
1,60,7,emotional,oddball,1
0,61,7,emotional,oddball,1
0,62,7,emotional,oddball,1
0,64,7,emotional,oddball,1
1,65,7,emotional,oddball,1
1,69,7,emotional,oddball,1
1,70,7,emotional,oddball,1
0.5,71,7,emotional,oddball,1
0,72,7,emotional,oddball,1
0,73,7,emotional,oddball,1
0,75,7,emotional,oddball,1
0,4,7,emotional,oddball-1,1
0,5,7,emotional,oddball-1,1
1,6,7,emotional,oddball-1,1
1,7,7,emotional,oddball-1,1
0,9,7,emotional,oddball-1,1
0,10,7,emotional,oddball-1,1
0,11,7,emotional,oddball-1,1
1,12,7,emotional,oddball-1,1
0,14,7,emotional,oddball-1,1
0.5,15,7,emotional,oddball-1,1
0.5,16,7,emotional,oddball-1,1
0,17,7,emotional,oddball-1,1
0.333333333333333,19,7,emotional,oddball-1,1
0.5,20,7,emotional,oddball-1,1
0,23,7,emotional,oddball-1,1
0,26,7,emotional,oddball-1,1
0,27,7,emotional,oddball-1,1
0,28,7,emotional,oddball-1,1
0,29,7,emotional,oddball-1,1
0,30,7,emotional,oddball-1,1
0,32,7,emotional,oddball-1,1
0,33,7,emotional,oddball-1,1
1,34,7,emotional,oddball-1,1
1,35,7,emotional,oddball-1,1
0.5,36,7,emotional,oddball-1,1
0,37,7,emotional,oddball-1,1
0,40,7,emotional,oddball-1,1
1,41,7,emotional,oddball-1,1
0,42,7,emotional,oddball-1,1
1,43,7,emotional,oddball-1,1
0,45,7,emotional,oddball-1,1
1,47,7,emotional,oddball-1,1
0,48,7,emotional,oddball-1,1
0,49,7,emotional,oddball-1,1
1,52,7,emotional,oddball-1,1
0,53,7,emotional,oddball-1,1
1,54,7,emotional,oddball-1,1
0,55,7,emotional,oddball-1,1
1,56,7,emotional,oddball-1,1
1,57,7,emotional,oddball-1,1
0,58,7,emotional,oddball-1,1
0,59,7,emotional,oddball-1,1
0.5,60,7,emotional,oddball-1,1
0.5,61,7,emotional,oddball-1,1
0,62,7,emotional,oddball-1,1
1,64,7,emotional,oddball-1,1
0,65,7,emotional,oddball-1,1
1,69,7,emotional,oddball-1,1
0,70,7,emotional,oddball-1,1
0,71,7,emotional,oddball-1,1
0,72,7,emotional,oddball-1,1
0.5,73,7,emotional,oddball-1,1
0,75,7,emotional,oddball-1,1
0,4,7,emotional,oddball-2,1
0,5,7,emotional,oddball-2,1
0,6,7,emotional,oddball-2,1
0.5,7,7,emotional,oddball-2,1
0,9,7,emotional,oddball-2,1
0.5,10,7,emotional,oddball-2,1
0,11,7,emotional,oddball-2,1
0,12,7,emotional,oddball-2,1
0,14,7,emotional,oddball-2,1
0.5,15,7,emotional,oddball-2,1
0,16,7,emotional,oddball-2,1
0,17,7,emotional,oddball-2,1
0.333333333333333,19,7,emotional,oddball-2,1
0.5,20,7,emotional,oddball-2,1
0,23,7,emotional,oddball-2,1
0,26,7,emotional,oddball-2,1
0,27,7,emotional,oddball-2,1
0,28,7,emotional,oddball-2,1
0,29,7,emotional,oddball-2,1
0,30,7,emotional,oddball-2,1
0.5,32,7,emotional,oddball-2,1
0,33,7,emotional,oddball-2,1
0,34,7,emotional,oddball-2,1
1,35,7,emotional,oddball-2,1
0,36,7,emotional,oddball-2,1
0,37,7,emotional,oddball-2,1
1,40,7,emotional,oddball-2,1
0,41,7,emotional,oddball-2,1
0,42,7,emotional,oddball-2,1
1,43,7,emotional,oddball-2,1
0.666666666666667,45,7,emotional,oddball-2,1
0.5,47,7,emotional,oddball-2,1
0,48,7,emotional,oddball-2,1
0,49,7,emotional,oddball-2,1
0,52,7,emotional,oddball-2,1
0,53,7,emotional,oddball-2,1
1,54,7,emotional,oddball-2,1
0,55,7,emotional,oddball-2,1
1,56,7,emotional,oddball-2,1
1,57,7,emotional,oddball-2,1
0,58,7,emotional,oddball-2,1
0,59,7,emotional,oddball-2,1
1,60,7,emotional,oddball-2,1
1,61,7,emotional,oddball-2,1
0,62,7,emotional,oddball-2,1
1,64,7,emotional,oddball-2,1
1,65,7,emotional,oddball-2,1
0,69,7,emotional,oddball-2,1
0,70,7,emotional,oddball-2,1
0,71,7,emotional,oddball-2,1
0,72,7,emotional,oddball-2,1
0,73,7,emotional,oddball-2,1
0,75,7,emotional,oddball-2,1
0,4,7,emotional,oddball+1,1
0.5,5,7,emotional,oddball+1,1
0,6,7,emotional,oddball+1,1
0,7,7,emotional,oddball+1,1
0.5,9,7,emotional,oddball+1,1
0.5,10,7,emotional,oddball+1,1
1,11,7,emotional,oddball+1,1
0,12,7,emotional,oddball+1,1
0,14,7,emotional,oddball+1,1
1,15,7,emotional,oddball+1,1
0.5,16,7,emotional,oddball+1,1
0.5,17,7,emotional,oddball+1,1
0.333333333333333,19,7,emotional,oddball+1,1
0.5,20,7,emotional,oddball+1,1
0,23,7,emotional,oddball+1,1
0,26,7,emotional,oddball+1,1
1,27,7,emotional,oddball+1,1
0,28,7,emotional,oddball+1,1
0,29,7,emotional,oddball+1,1
1,30,7,emotional,oddball+1,1
0.5,32,7,emotional,oddball+1,1
0,33,7,emotional,oddball+1,1
0.5,34,7,emotional,oddball+1,1
0,35,7,emotional,oddball+1,1
0,36,7,emotional,oddball+1,1
1,37,7,emotional,oddball+1,1
0,40,7,emotional,oddball+1,1
1,41,7,emotional,oddball+1,1
1,42,7,emotional,oddball+1,1
0,43,7,emotional,oddball+1,1
0,45,7,emotional,oddball+1,1
0,47,7,emotional,oddball+1,1
0.5,48,7,emotional,oddball+1,1
0,49,7,emotional,oddball+1,1
0,52,7,emotional,oddball+1,1
1,53,7,emotional,oddball+1,1
0.5,54,7,emotional,oddball+1,1
0.5,55,7,emotional,oddball+1,1
0,56,7,emotional,oddball+1,1
0,57,7,emotional,oddball+1,1
0,58,7,emotional,oddball+1,1
0,59,7,emotional,oddball+1,1
0,60,7,emotional,oddball+1,1
0,61,7,emotional,oddball+1,1
0,62,7,emotional,oddball+1,1
1,64,7,emotional,oddball+1,1
1,65,7,emotional,oddball+1,1
0,69,7,emotional,oddball+1,1
0,70,7,emotional,oddball+1,1
0.5,71,7,emotional,oddball+1,1
0.5,72,7,emotional,oddball+1,1
0,73,7,emotional,oddball+1,1
0,75,7,emotional,oddball+1,1
0,4,8,emotional,oddball,1
0,6,8,emotional,oddball,1
0,10,8,emotional,oddball,1
1,16,8,emotional,oddball,1
0,17,8,emotional,oddball,1
0.333333333333333,18,8,emotional,oddball,1
0.25,22,8,emotional,oddball,1
0.5,23,8,emotional,oddball,1
1,24,8,emotional,oddball,1
0,25,8,emotional,oddball,1
1,26,8,emotional,oddball,1
1,27,8,emotional,oddball,1
1,29,8,emotional,oddball,1
0.5,30,8,emotional,oddball,1
1,31,8,emotional,oddball,1
1,32,8,emotional,oddball,1
0,35,8,emotional,oddball,1
0.25,36,8,emotional,oddball,1
1,38,8,emotional,oddball,1
0.5,39,8,emotional,oddball,1
1,40,8,emotional,oddball,1
1,41,8,emotional,oddball,1
0.5,43,8,emotional,oddball,1
0,44,8,emotional,oddball,1
0,48,8,emotional,oddball,1
1,49,8,emotional,oddball,1
0.5,51,8,emotional,oddball,1
0,53,8,emotional,oddball,1
0,55,8,emotional,oddball,1
0,59,8,emotional,oddball,1
0,60,8,emotional,oddball,1
0,61,8,emotional,oddball,1
0,62,8,emotional,oddball,1
0,63,8,emotional,oddball,1
0,65,8,emotional,oddball,1
1,67,8,emotional,oddball,1
1,68,8,emotional,oddball,1
0,70,8,emotional,oddball,1
0.5,71,8,emotional,oddball,1
0,73,8,emotional,oddball,1
0,74,8,emotional,oddball,1
0,4,8,emotional,oddball-1,1
1,6,8,emotional,oddball-1,1
0,10,8,emotional,oddball-1,1
0,16,8,emotional,oddball-1,1
1,17,8,emotional,oddball-1,1
0.666666666666667,18,8,emotional,oddball-1,1
0.25,22,8,emotional,oddball-1,1
0.5,23,8,emotional,oddball-1,1
1,24,8,emotional,oddball-1,1
0,25,8,emotional,oddball-1,1
0.5,26,8,emotional,oddball-1,1
0.5,27,8,emotional,oddball-1,1
0,29,8,emotional,oddball-1,1
0,30,8,emotional,oddball-1,1
0,31,8,emotional,oddball-1,1
0,32,8,emotional,oddball-1,1
0.5,35,8,emotional,oddball-1,1
1,36,8,emotional,oddball-1,1
0.666666666666667,38,8,emotional,oddball-1,1
0,39,8,emotional,oddball-1,1
0,40,8,emotional,oddball-1,1
1,41,8,emotional,oddball-1,1
0.5,43,8,emotional,oddball-1,1
0.666666666666667,44,8,emotional,oddball-1,1
1,48,8,emotional,oddball-1,1
0.5,49,8,emotional,oddball-1,1
1,51,8,emotional,oddball-1,1
0,53,8,emotional,oddball-1,1
0,55,8,emotional,oddball-1,1
1,59,8,emotional,oddball-1,1
0,60,8,emotional,oddball-1,1
0,61,8,emotional,oddball-1,1
0,62,8,emotional,oddball-1,1
0.5,63,8,emotional,oddball-1,1
0,65,8,emotional,oddball-1,1
0,67,8,emotional,oddball-1,1
1,68,8,emotional,oddball-1,1
0,70,8,emotional,oddball-1,1
0,71,8,emotional,oddball-1,1
0,73,8,emotional,oddball-1,1
0,74,8,emotional,oddball-1,1
0,4,8,emotional,oddball-2,1
1,6,8,emotional,oddball-2,1
0,10,8,emotional,oddball-2,1
0,16,8,emotional,oddball-2,1
1,17,8,emotional,oddball-2,1
0.333333333333333,18,8,emotional,oddball-2,1
0,22,8,emotional,oddball-2,1
0.5,23,8,emotional,oddball-2,1
1,24,8,emotional,oddball-2,1
0,25,8,emotional,oddball-2,1
0,26,8,emotional,oddball-2,1
0,27,8,emotional,oddball-2,1
1,29,8,emotional,oddball-2,1
0.5,30,8,emotional,oddball-2,1
0,31,8,emotional,oddball-2,1
0,32,8,emotional,oddball-2,1
0,35,8,emotional,oddball-2,1
0,36,8,emotional,oddball-2,1
0.666666666666667,38,8,emotional,oddball-2,1
0,39,8,emotional,oddball-2,1
0,40,8,emotional,oddball-2,1
0,41,8,emotional,oddball-2,1
0,43,8,emotional,oddball-2,1
0,44,8,emotional,oddball-2,1
0,48,8,emotional,oddball-2,1
0,49,8,emotional,oddball-2,1
0,51,8,emotional,oddball-2,1
0,53,8,emotional,oddball-2,1
0,55,8,emotional,oddball-2,1
1,59,8,emotional,oddball-2,1
1,60,8,emotional,oddball-2,1
0,61,8,emotional,oddball-2,1
0,62,8,emotional,oddball-2,1
1,63,8,emotional,oddball-2,1
0,65,8,emotional,oddball-2,1
0,67,8,emotional,oddball-2,1
0,68,8,emotional,oddball-2,1
0,70,8,emotional,oddball-2,1
0,71,8,emotional,oddball-2,1
1,73,8,emotional,oddball-2,1
0,74,8,emotional,oddball-2,1
0,4,8,emotional,oddball+1,1
0.5,6,8,emotional,oddball+1,1
0,10,8,emotional,oddball+1,1
1,16,8,emotional,oddball+1,1
0,17,8,emotional,oddball+1,1
0.666666666666667,18,8,emotional,oddball+1,1
0.75,22,8,emotional,oddball+1,1
0.5,23,8,emotional,oddball+1,1
0,24,8,emotional,oddball+1,1
0,25,8,emotional,oddball+1,1
0,26,8,emotional,oddball+1,1
1,27,8,emotional,oddball+1,1
1,29,8,emotional,oddball+1,1
0,30,8,emotional,oddball+1,1
1,31,8,emotional,oddball+1,1
0,32,8,emotional,oddball+1,1
0,35,8,emotional,oddball+1,1
0,36,8,emotional,oddball+1,1
1,38,8,emotional,oddball+1,1
1,39,8,emotional,oddball+1,1
1,40,8,emotional,oddball+1,1
1,41,8,emotional,oddball+1,1
0.5,43,8,emotional,oddball+1,1
0,44,8,emotional,oddball+1,1
0,48,8,emotional,oddball+1,1
0.5,49,8,emotional,oddball+1,1
0.5,51,8,emotional,oddball+1,1
0,53,8,emotional,oddball+1,1
1,55,8,emotional,oddball+1,1
0,59,8,emotional,oddball+1,1
0,60,8,emotional,oddball+1,1
0,61,8,emotional,oddball+1,1
0,62,8,emotional,oddball+1,1
0.5,63,8,emotional,oddball+1,1
1,65,8,emotional,oddball+1,1
1,67,8,emotional,oddball+1,1
0,68,8,emotional,oddball+1,1
0,70,8,emotional,oddball+1,1
0,71,8,emotional,oddball+1,1
0,73,8,emotional,oddball+1,1
0,74,8,emotional,oddball+1,1
0,4,11,emotional,oddball,1
1,9,11,emotional,oddball,1
1,15,11,emotional,oddball,1
0.5,20,11,emotional,oddball,1
0,21,11,emotional,oddball,1
1,24,11,emotional,oddball,1
0.5,25,11,emotional,oddball,1
1,27,11,emotional,oddball,1
1,28,11,emotional,oddball,1
1,29,11,emotional,oddball,1
1,38,11,emotional,oddball,1
1,39,11,emotional,oddball,1
1,40,11,emotional,oddball,1
1,45,11,emotional,oddball,1
0.5,46,11,emotional,oddball,1
0,47,11,emotional,oddball,1
1,50,11,emotional,oddball,1
1,52,11,emotional,oddball,1
0,53,11,emotional,oddball,1
1,54,11,emotional,oddball,1
0,56,11,emotional,oddball,1
0,58,11,emotional,oddball,1
0,62,11,emotional,oddball,1
0,63,11,emotional,oddball,1
1,65,11,emotional,oddball,1
0,66,11,emotional,oddball,1
1,68,11,emotional,oddball,1
1,69,11,emotional,oddball,1
0,70,11,emotional,oddball,1
1,73,11,emotional,oddball,1
0,74,11,emotional,oddball,1
0,75,11,emotional,oddball,1
0,4,11,emotional,oddball-1,1
1,9,11,emotional,oddball-1,1
0,15,11,emotional,oddball-1,1
0,20,11,emotional,oddball-1,1
0,21,11,emotional,oddball-1,1
1,24,11,emotional,oddball-1,1
0,25,11,emotional,oddball-1,1
0,27,11,emotional,oddball-1,1
1,28,11,emotional,oddball-1,1
0,29,11,emotional,oddball-1,1
1,38,11,emotional,oddball-1,1
0,39,11,emotional,oddball-1,1
1,40,11,emotional,oddball-1,1
1,45,11,emotional,oddball-1,1
0,46,11,emotional,oddball-1,1
0,47,11,emotional,oddball-1,1
0,50,11,emotional,oddball-1,1
0,52,11,emotional,oddball-1,1
0,53,11,emotional,oddball-1,1
0,54,11,emotional,oddball-1,1
0,56,11,emotional,oddball-1,1
0,58,11,emotional,oddball-1,1
0,62,11,emotional,oddball-1,1
1,63,11,emotional,oddball-1,1
1,65,11,emotional,oddball-1,1
0,66,11,emotional,oddball-1,1
1,68,11,emotional,oddball-1,1
1,69,11,emotional,oddball-1,1
0,70,11,emotional,oddball-1,1
1,73,11,emotional,oddball-1,1
0,74,11,emotional,oddball-1,1
0,75,11,emotional,oddball-1,1
0,4,11,emotional,oddball-2,1
1,9,11,emotional,oddball-2,1
0,15,11,emotional,oddball-2,1
0,20,11,emotional,oddball-2,1
0.5,21,11,emotional,oddball-2,1
0,24,11,emotional,oddball-2,1
0.5,25,11,emotional,oddball-2,1
0,27,11,emotional,oddball-2,1
1,28,11,emotional,oddball-2,1
0,29,11,emotional,oddball-2,1
0,38,11,emotional,oddball-2,1
0,39,11,emotional,oddball-2,1
0,40,11,emotional,oddball-2,1
0,45,11,emotional,oddball-2,1
0.5,46,11,emotional,oddball-2,1
0,47,11,emotional,oddball-2,1
0,50,11,emotional,oddball-2,1
0,52,11,emotional,oddball-2,1
1,53,11,emotional,oddball-2,1
0,54,11,emotional,oddball-2,1
0,56,11,emotional,oddball-2,1
0,58,11,emotional,oddball-2,1
0,62,11,emotional,oddball-2,1
0,63,11,emotional,oddball-2,1
0,65,11,emotional,oddball-2,1
0,66,11,emotional,oddball-2,1
0,68,11,emotional,oddball-2,1
1,69,11,emotional,oddball-2,1
1,70,11,emotional,oddball-2,1
0,73,11,emotional,oddball-2,1
0,74,11,emotional,oddball-2,1
1,75,11,emotional,oddball-2,1
0,4,11,emotional,oddball+1,1
1,9,11,emotional,oddball+1,1
1,15,11,emotional,oddball+1,1
0.5,20,11,emotional,oddball+1,1
0,21,11,emotional,oddball+1,1
0.5,24,11,emotional,oddball+1,1
0,25,11,emotional,oddball+1,1
0,27,11,emotional,oddball+1,1
1,28,11,emotional,oddball+1,1
0,29,11,emotional,oddball+1,1
0,38,11,emotional,oddball+1,1
1,39,11,emotional,oddball+1,1
0,40,11,emotional,oddball+1,1
0,45,11,emotional,oddball+1,1
0.5,46,11,emotional,oddball+1,1
1,47,11,emotional,oddball+1,1
0,50,11,emotional,oddball+1,1
0,52,11,emotional,oddball+1,1
0,53,11,emotional,oddball+1,1
1,54,11,emotional,oddball+1,1
0,56,11,emotional,oddball+1,1
0,58,11,emotional,oddball+1,1
0,62,11,emotional,oddball+1,1
0,63,11,emotional,oddball+1,1
0,65,11,emotional,oddball+1,1
0.5,66,11,emotional,oddball+1,1
0,68,11,emotional,oddball+1,1
0,69,11,emotional,oddball+1,1
0,70,11,emotional,oddball+1,1
0,73,11,emotional,oddball+1,1
0,74,11,emotional,oddball+1,1
0,75,11,emotional,oddball+1,1
1,5,12,emotional,oddball,1
1,6,12,emotional,oddball,1
0.5,7,12,emotional,oddball,1
1,11,12,emotional,oddball,1
1,12,12,emotional,oddball,1
1,14,12,emotional,oddball,1
0,16,12,emotional,oddball,1
0,19,12,emotional,oddball,1
0,21,12,emotional,oddball,1
0,23,12,emotional,oddball,1
0,24,12,emotional,oddball,1
1,25,12,emotional,oddball,1
0.666666666666667,31,12,emotional,oddball,1
0,32,12,emotional,oddball,1
0.333333333333333,37,12,emotional,oddball,1
0.5,40,12,emotional,oddball,1
0.5,41,12,emotional,oddball,1
1,42,12,emotional,oddball,1
0,46,12,emotional,oddball,1
0,48,12,emotional,oddball,1
1,49,12,emotional,oddball,1
0.5,50,12,emotional,oddball,1
0,51,12,emotional,oddball,1
1,52,12,emotional,oddball,1
0,53,12,emotional,oddball,1
1,54,12,emotional,oddball,1
0,55,12,emotional,oddball,1
0,56,12,emotional,oddball,1
0,57,12,emotional,oddball,1
0.5,58,12,emotional,oddball,1
0,60,12,emotional,oddball,1
0,64,12,emotional,oddball,1
0,65,12,emotional,oddball,1
1,67,12,emotional,oddball,1
1,68,12,emotional,oddball,1
0,69,12,emotional,oddball,1
0,70,12,emotional,oddball,1
0,72,12,emotional,oddball,1
0,74,12,emotional,oddball,1
0,5,12,emotional,oddball-1,1
0,6,12,emotional,oddball-1,1
0.5,7,12,emotional,oddball-1,1
0,11,12,emotional,oddball-1,1
0.666666666666667,12,12,emotional,oddball-1,1
0,14,12,emotional,oddball-1,1
0,16,12,emotional,oddball-1,1
0,19,12,emotional,oddball-1,1
1,21,12,emotional,oddball-1,1
0,23,12,emotional,oddball-1,1
0,24,12,emotional,oddball-1,1
0,25,12,emotional,oddball-1,1
0.333333333333333,31,12,emotional,oddball-1,1
1,32,12,emotional,oddball-1,1
0.333333333333333,37,12,emotional,oddball-1,1
0.5,40,12,emotional,oddball-1,1
0,41,12,emotional,oddball-1,1
0,42,12,emotional,oddball-1,1
0.5,46,12,emotional,oddball-1,1
0,48,12,emotional,oddball-1,1
0,49,12,emotional,oddball-1,1
0,50,12,emotional,oddball-1,1
0,51,12,emotional,oddball-1,1
0,52,12,emotional,oddball-1,1
0,53,12,emotional,oddball-1,1
0,54,12,emotional,oddball-1,1
0,55,12,emotional,oddball-1,1
0,56,12,emotional,oddball-1,1
1,57,12,emotional,oddball-1,1
0,58,12,emotional,oddball-1,1
0,60,12,emotional,oddball-1,1
1,64,12,emotional,oddball-1,1
0,65,12,emotional,oddball-1,1
0,67,12,emotional,oddball-1,1
0,68,12,emotional,oddball-1,1
0,69,12,emotional,oddball-1,1
0,70,12,emotional,oddball-1,1
0,72,12,emotional,oddball-1,1
0,74,12,emotional,oddball-1,1
0,5,12,emotional,oddball-2,1
0,6,12,emotional,oddball-2,1
0.5,7,12,emotional,oddball-2,1
0.5,11,12,emotional,oddball-2,1
0.333333333333333,12,12,emotional,oddball-2,1
1,14,12,emotional,oddball-2,1
0,16,12,emotional,oddball-2,1
0,19,12,emotional,oddball-2,1
1,21,12,emotional,oddball-2,1
0,23,12,emotional,oddball-2,1
0,24,12,emotional,oddball-2,1
1,25,12,emotional,oddball-2,1
0,31,12,emotional,oddball-2,1
1,32,12,emotional,oddball-2,1
0.333333333333333,37,12,emotional,oddball-2,1
1,40,12,emotional,oddball-2,1
0,41,12,emotional,oddball-2,1
0,42,12,emotional,oddball-2,1
1,46,12,emotional,oddball-2,1
0,48,12,emotional,oddball-2,1
1,49,12,emotional,oddball-2,1
0,50,12,emotional,oddball-2,1
0,51,12,emotional,oddball-2,1
0,52,12,emotional,oddball-2,1
1,53,12,emotional,oddball-2,1
0,54,12,emotional,oddball-2,1
0,55,12,emotional,oddball-2,1
0,56,12,emotional,oddball-2,1
0,57,12,emotional,oddball-2,1
0,58,12,emotional,oddball-2,1
0,60,12,emotional,oddball-2,1
1,64,12,emotional,oddball-2,1
1,65,12,emotional,oddball-2,1
0.5,67,12,emotional,oddball-2,1
0,68,12,emotional,oddball-2,1
0,69,12,emotional,oddball-2,1
0,70,12,emotional,oddball-2,1
0.5,72,12,emotional,oddball-2,1
0,74,12,emotional,oddball-2,1
1,5,12,emotional,oddball+1,1
1,6,12,emotional,oddball+1,1
0.5,7,12,emotional,oddball+1,1
0.5,11,12,emotional,oddball+1,1
0.333333333333333,12,12,emotional,oddball+1,1
0,14,12,emotional,oddball+1,1
0,16,12,emotional,oddball+1,1
0,19,12,emotional,oddball+1,1
1,21,12,emotional,oddball+1,1
0,23,12,emotional,oddball+1,1
0,24,12,emotional,oddball+1,1
1,25,12,emotional,oddball+1,1
0.666666666666667,31,12,emotional,oddball+1,1
0,32,12,emotional,oddball+1,1
0,37,12,emotional,oddball+1,1
0.5,40,12,emotional,oddball+1,1
0,41,12,emotional,oddball+1,1
1,42,12,emotional,oddball+1,1
0,46,12,emotional,oddball+1,1
1,48,12,emotional,oddball+1,1
1,49,12,emotional,oddball+1,1
0.5,50,12,emotional,oddball+1,1
0,51,12,emotional,oddball+1,1
0,52,12,emotional,oddball+1,1
0,53,12,emotional,oddball+1,1
1,54,12,emotional,oddball+1,1
1,55,12,emotional,oddball+1,1
1,56,12,emotional,oddball+1,1
0.5,57,12,emotional,oddball+1,1
0.5,58,12,emotional,oddball+1,1
0,60,12,emotional,oddball+1,1
0,64,12,emotional,oddball+1,1
0,65,12,emotional,oddball+1,1
0.5,67,12,emotional,oddball+1,1
1,68,12,emotional,oddball+1,1
0,69,12,emotional,oddball+1,1
0,70,12,emotional,oddball+1,1
0,72,12,emotional,oddball+1,1
0,74,12,emotional,oddball+1,1
0,4,7,emotional,control,1
0,9,7,emotional,control,1
1,11,7,emotional,control,1
1,14,7,emotional,control,1
0,15,7,emotional,control,1
0,16,7,emotional,control,1
0,19,7,emotional,control,1
0,20,7,emotional,control,1
0.333333333333333,21,7,emotional,control,1
0.5,24,7,emotional,control,1
0.666666666666667,25,7,emotional,control,1
0,27,7,emotional,control,1
0,28,7,emotional,control,1
0,29,7,emotional,control,1
0,31,7,emotional,control,1
0,32,7,emotional,control,1
1,37,7,emotional,control,1
0,38,7,emotional,control,1
0,39,7,emotional,control,1
0,40,7,emotional,control,1
1,41,7,emotional,control,1
0,45,7,emotional,control,1
0,46,7,emotional,control,1
1,47,7,emotional,control,1
0,50,7,emotional,control,1
0,52,7,emotional,control,1
0.5,53,7,emotional,control,1
0,54,7,emotional,control,1
0,55,7,emotional,control,1
0,56,7,emotional,control,1
0.5,57,7,emotional,control,1
0,58,7,emotional,control,1
0,60,7,emotional,control,1
0,62,7,emotional,control,1
1,63,7,emotional,control,1
0,65,7,emotional,control,1
0.5,66,7,emotional,control,1
0,67,7,emotional,control,1
0.5,68,7,emotional,control,1
0,69,7,emotional,control,1
1,70,7,emotional,control,1
1,73,7,emotional,control,1
0,74,7,emotional,control,1
0,75,7,emotional,control,1
0,4,7,emotional,control-1,1
1,9,7,emotional,control-1,1
0.5,11,7,emotional,control-1,1
0,14,7,emotional,control-1,1
0,15,7,emotional,control-1,1
0,16,7,emotional,control-1,1
0,19,7,emotional,control-1,1
0.5,20,7,emotional,control-1,1
0.666666666666667,21,7,emotional,control-1,1
0,24,7,emotional,control-1,1
0.666666666666667,25,7,emotional,control-1,1
0,27,7,emotional,control-1,1
0,28,7,emotional,control-1,1
0,29,7,emotional,control-1,1
0,31,7,emotional,control-1,1
0,32,7,emotional,control-1,1
1,37,7,emotional,control-1,1
1,38,7,emotional,control-1,1
1,39,7,emotional,control-1,1
1,40,7,emotional,control-1,1
1,41,7,emotional,control-1,1
0,45,7,emotional,control-1,1
0.5,46,7,emotional,control-1,1
0,47,7,emotional,control-1,1
0,50,7,emotional,control-1,1
0.5,52,7,emotional,control-1,1
0.5,53,7,emotional,control-1,1
0,54,7,emotional,control-1,1
0,55,7,emotional,control-1,1
0,56,7,emotional,control-1,1
0,57,7,emotional,control-1,1
0,58,7,emotional,control-1,1
0,60,7,emotional,control-1,1
1,62,7,emotional,control-1,1
0,63,7,emotional,control-1,1
0,65,7,emotional,control-1,1
0,66,7,emotional,control-1,1
1,67,7,emotional,control-1,1
0,68,7,emotional,control-1,1
0.5,69,7,emotional,control-1,1
0,70,7,emotional,control-1,1
0,73,7,emotional,control-1,1
0,74,7,emotional,control-1,1
0,75,7,emotional,control-1,1
0,4,7,emotional,control-2,1
0,9,7,emotional,control-2,1
0.5,11,7,emotional,control-2,1
1,14,7,emotional,control-2,1
0,15,7,emotional,control-2,1
0,16,7,emotional,control-2,1
0,19,7,emotional,control-2,1
0.5,20,7,emotional,control-2,1
0.333333333333333,21,7,emotional,control-2,1
0.5,24,7,emotional,control-2,1
0,25,7,emotional,control-2,1
0,27,7,emotional,control-2,1
0,28,7,emotional,control-2,1
0,29,7,emotional,control-2,1
0,31,7,emotional,control-2,1
1,32,7,emotional,control-2,1
1,37,7,emotional,control-2,1
1,38,7,emotional,control-2,1
0,39,7,emotional,control-2,1
0,40,7,emotional,control-2,1
0,41,7,emotional,control-2,1
0,45,7,emotional,control-2,1
0.5,46,7,emotional,control-2,1
1,47,7,emotional,control-2,1
0,50,7,emotional,control-2,1
0.5,52,7,emotional,control-2,1
0,53,7,emotional,control-2,1
1,54,7,emotional,control-2,1
1,55,7,emotional,control-2,1
0,56,7,emotional,control-2,1
0.5,57,7,emotional,control-2,1
0.333333333333333,58,7,emotional,control-2,1
1,60,7,emotional,control-2,1
0,62,7,emotional,control-2,1
1,63,7,emotional,control-2,1
0,65,7,emotional,control-2,1
0.5,66,7,emotional,control-2,1
1,67,7,emotional,control-2,1
0.5,68,7,emotional,control-2,1
0.5,69,7,emotional,control-2,1
0,70,7,emotional,control-2,1
1,73,7,emotional,control-2,1
0,74,7,emotional,control-2,1
0,75,7,emotional,control-2,1
0,4,7,emotional,control+1,1
