subject,recall,item_who,word_who,list
56,0,eo,hambruna,21
56,1,eo,violaci�n,22
56,0,eo,suicida,24
56,0,eo,morgue,26
56,0,eo,sufrimiento,27
56,1,eo,tumor,29
56,1,eo,plaga,32
56,0,eo,asfixia,34
56,0,eo,c�ncer,35
56,1,eo,masacre,37
56,0,eo,ceguera,39
56,0,eo,ahogado,40
57,0,eo,parapl�jico,1
57,1,eo,ceguera,2
57,0,eo,terrorista,3
57,1,eo,masacre,4
57,1,eo,amputaci�n,5
57,0,eo,asesino,8
57,0,eo,asfixia,10
57,0,eo,c�ncer,13
57,0,eo,suicida,14
57,0,eo,tumor,15
57,0,eo,crimen,20
57,0,eo,plaga,21
57,0,eo,ahogado,22
57,1,eo,morgue,23
57,1,eo,sufrimiento,29
57,1,eo,sida,33
57,0,eo,nazi,34
57,0,eo,violaci�n,35
57,1,eo,traidor,38
57,0,eo,hambruna,40
58,0,eo,nazi,1
58,1,eo,c�ncer,3
58,1,eo,tumor,4
58,1,eo,sida,5
58,0,eo,plaga,8
58,1,eo,hambruna,9
58,1,eo,suicida,11
58,1,eo,terrorista,12
58,0,eo,morgue,13
58,1,eo,traidor,15
58,0,eo,parapl�jico,18
58,1,eo,asesino,22
58,1,eo,masacre,24
58,0,eo,amputaci�n,26
58,1,eo,asfixia,28
58,1,eo,crimen,29
58,0,eo,ahogado,30
58,1,eo,ceguera,37
58,1,eo,violaci�n,38
58,1,eo,sufrimiento,39
59,0,eo,ahogado,1
59,1,eo,nazi,2
59,1,eo,c�ncer,3
59,1,eo,sida,4
59,1,eo,hambruna,5
59,1,eo,asesino,8
59,0,eo,plaga,9
59,0,eo,asfixia,10
59,0,eo,suicida,14
59,0,eo,ceguera,16
59,1,eo,masacre,17
59,1,eo,terrorista,19
59,0,eo,parapl�jico,21
59,1,eo,amputaci�n,29
59,1,eo,traidor,30
59,1,eo,tumor,32
59,0,eo,sufrimiento,34
59,0,eo,morgue,35
59,1,eo,violaci�n,38
59,0,eo,crimen,40
60,1,eo,c�ncer,1
60,0,eo,plaga,4
60,1,eo,nazi,5
60,1,eo,violaci�n,8
60,0,eo,ceguera,10
60,1,eo,traidor,12
60,1,eo,sida,14
60,1,eo,ahogado,15
60,1,eo,suicida,16
60,0,eo,morgue,17
60,1,eo,masacre,20
60,0,eo,asfixia,22
60,1,eo,tumor,23
60,1,eo,asesino,24
60,1,eo,amputaci�n,26
60,1,eo,terrorista,27
60,0,eo,sufrimiento,31
60,1,eo,parapl�jico,35
60,1,eo,crimen,36
60,0,eo,hambruna,37
61,1,eo,nazi,3
61,0,eo,parapl�jico,4
61,0,eo,sufrimiento,5
61,1,eo,plaga,6
61,1,eo,amputaci�n,7
61,0,eo,suicida,12
61,1,eo,violaci�n,14
61,1,eo,terrorista,15
61,1,eo,asfixia,17
61,1,eo,asesino,18
61,1,eo,morgue,21
61,0,eo,hambruna,23
61,0,eo,crimen,24
61,0,eo,masacre,27
61,0,eo,c�ncer,30
61,0,eo,sida,31
61,0,eo,ahogado,32
61,1,eo,tumor,33
61,1,eo,traidor,35
61,0,eo,ceguera,40
62,0,eo,asfixia,1
62,1,eo,violaci�n,2
62,0,eo,suicida,7
62,0,eo,plaga,8
62,1,eo,asesino,9
62,0,eo,morgue,16
62,0,eo,parapl�jico,21
62,1,eo,sufrimiento,23
62,0,eo,sida,27
62,0,eo,nazi,28
62,0,eo,amputaci�n,29
62,1,eo,tumor,31
62,0,eo,crimen,32
62,1,eo,ahogado,33
62,0,eo,ceguera,34
62,0,eo,c�ncer,36
62,0,eo,hambruna,37
62,1,eo,terrorista,38
62,1,eo,traidor,39
62,0,eo,masacre,40
63,0,eo,hambruna,2
63,0,eo,crimen,3
63,0,eo,tumor,4
63,1,eo,nazi,5
63,1,eo,asesino,6
63,1,eo,ceguera,7
63,0,eo,sida,8
63,0,eo,sufrimiento,10
63,1,eo,asfixia,13
63,1,eo,c�ncer,14
63,0,eo,ahogado,15
63,1,eo,amputaci�n,16
63,1,eo,traidor,17
63,1,eo,parapl�jico,20
63,1,eo,suicida,25
63,0,eo,violaci�n,26
63,0,eo,plaga,33
63,1,eo,morgue,36
63,1,eo,terrorista,37
63,0,eo,masacre,40
64,0,eo,sufrimiento,2
64,0,eo,parapl�jico,5
64,1,eo,traidor,6
64,1,eo,asfixia,11
64,0,eo,suicida,15
64,1,eo,c�ncer,17
64,1,eo,ahogado,18
64,1,eo,plaga,19
64,1,eo,sida,22
64,1,eo,nazi,23
64,1,eo,crimen,24
64,0,eo,ceguera,27
64,1,eo,asesino,28
64,1,eo,violaci�n,29
64,1,eo,hambruna,32
64,1,eo,amputaci�n,35
64,1,eo,terrorista,37
64,1,eo,morgue,38
64,0,eo,tumor,39
64,1,eo,masacre,40
65,0,eo,crimen,3
65,0,eo,asfixia,4
65,1,eo,nazi,5
65,0,eo,plaga,10
65,0,eo,ahogado,12
65,0,eo,masacre,14
65,1,eo,traidor,15
65,1,eo,ceguera,16
65,1,eo,terrorista,18
65,0,eo,parapl�jico,19
65,1,eo,amputaci�n,20
65,1,eo,hambruna,21
65,1,eo,sida,24
65,1,eo,morgue,25
65,1,eo,violaci�n,30
65,0,eo,asesino,31
65,1,eo,suicida,33
65,0,eo,sufrimiento,35
65,1,eo,tumor,36
65,0,eo,c�ncer,37
66,0,eo,terrorista,1
66,0,eo,amputaci�n,2
66,1,eo,c�ncer,3
66,0,eo,ahogado,5
66,0,eo,traidor,9
66,0,eo,asesino,10
66,1,eo,ceguera,12
66,0,eo,sufrimiento,14
66,1,eo,violaci�n,15
66,1,eo,masacre,16
66,0,eo,parapl�jico,19
66,0,eo,plaga,20
66,1,eo,tumor,21
66,0,eo,sida,23
66,1,eo,suicida,29
66,1,eo,morgue,30
66,0,eo,hambruna,31
66,1,eo,asfixia,33
66,0,eo,crimen,36
66,0,eo,nazi,37
67,1,eo,amputaci�n,1
67,1,eo,parapl�jico,5
67,1,eo,terrorista,9
67,0,eo,ceguera,12
67,0,eo,sufrimiento,13
67,0,eo,violaci�n,14
67,1,eo,plaga,16
67,1,eo,morgue,19
67,1,eo,traidor,21
67,1,eo,masacre,23
67,1,eo,suicida,26
67,0,eo,asesino,28
67,1,eo,c�ncer,30
67,1,eo,ahogado,31
67,0,eo,tumor,32
67,0,eo,hambruna,33
67,1,eo,crimen,34
67,1,eo,asfixia,35
67,1,eo,nazi,36
67,1,eo,sida,37
68,0,eo,tumor,1
68,0,eo,ahogado,4
68,1,eo,asesino,5
68,1,eo,traidor,6
68,0,eo,violaci�n,8
68,1,eo,c�ncer,9
68,1,eo,crimen,10
68,0,eo,plaga,11
68,1,eo,sufrimiento,14
68,1,eo,hambruna,15
68,1,eo,amputaci�n,19
68,0,eo,ceguera,26
68,1,eo,asfixia,27
68,1,eo,nazi,28
68,1,eo,terrorista,31
68,1,eo,masacre,32
68,0,eo,morgue,34
68,1,eo,suicida,35
68,1,eo,sida,36
68,1,eo,parapl�jico,38
69,0,eo,asesino,1
69,1,eo,tumor,2
69,0,eo,asfixia,3
69,1,eo,amputaci�n,8
69,1,eo,c�ncer,9
69,1,eo,plaga,11
69,1,eo,traidor,12
69,1,eo,violaci�n,13
69,1,eo,morgue,20
69,1,eo,hambruna,21
69,1,eo,suicida,23
69,0,eo,parapl�jico,24
69,1,eo,nazi,28
69,1,eo,ahogado,29
69,0,eo,sufrimiento,32
69,0,eo,ceguera,33
69,1,eo,terrorista,34
69,1,eo,sida,35
69,1,eo,masacre,36
69,1,eo,crimen,37
70,0,eo,plaga,3
70,0,eo,masacre,4
70,1,eo,nazi,5
70,1,eo,morgue,7
70,1,eo,terrorista,8
70,0,eo,tumor,10
70,0,eo,c�ncer,11
70,1,eo,traidor,15
70,0,eo,amputaci�n,16
70,0,eo,suicida,17
70,0,eo,parapl�jico,18
70,1,eo,violaci�n,21
70,1,eo,ceguera,27
70,1,eo,asfixia,28
70,1,eo,asesino,31
70,0,eo,hambruna,32
70,0,eo,crimen,35
70,0,eo,sufrimiento,38
70,1,eo,sida,39
70,1,eo,ahogado,40
71,0,eo,traidor,2
71,1,eo,asesino,3
71,1,eo,masacre,4
71,1,eo,parapl�jico,9
71,0,eo,morgue,12
71,1,eo,tumor,13
71,1,eo,hambruna,15
71,0,eo,nazi,17
71,1,eo,sida,21
71,0,eo,violaci�n,23
71,1,eo,asfixia,24
71,1,eo,suicida,25
71,0,eo,ceguera,26
71,1,eo,crimen,28
71,0,eo,sufrimiento,30
71,0,eo,terrorista,31
71,1,eo,amputaci�n,32
71,1,eo,plaga,38
71,0,eo,ahogado,39
71,1,eo,c�ncer,40
72,0,eo,terrorista,1
72,0,eo,amputaci�n,4
72,0,eo,crimen,5
72,1,eo,plaga,8
72,0,eo,ahogado,9
72,1,eo,traidor,11
72,1,eo,nazi,13
72,0,eo,parapl�jico,14
72,0,eo,morgue,17
72,0,eo,c�ncer,18
72,1,eo,violaci�n,21
72,0,eo,sufrimiento,26
72,0,eo,ceguera,29
72,1,eo,tumor,31
72,1,eo,sida,34
72,1,eo,asfixia,35
72,1,eo,suicida,36
72,1,eo,masacre,38
72,1,eo,hambruna,39
72,0,eo,asesino,40
73,0,eo,crimen,1
73,1,eo,asfixia,3
73,1,eo,asesino,5
73,1,eo,nazi,6
73,0,eo,tumor,8
73,1,eo,terrorista,10
73,1,eo,violaci�n,11
73,0,eo,c�ncer,17
73,0,eo,hambruna,19
73,0,eo,sufrimiento,21
73,0,eo,morgue,22
73,1,eo,amputaci�n,25
73,0,eo,ahogado,30
73,1,eo,ceguera,32
73,0,eo,sida,33
73,1,eo,traidor,35
73,1,eo,suicida,36
73,0,eo,masacre,37
73,0,eo,plaga,38
73,0,eo,parapl�jico,40
74,0,eo,masacre,1
74,0,eo,amputaci�n,3
74,0,eo,parapl�jico,6
74,1,eo,c�ncer,9
74,0,eo,asesino,14
74,0,eo,sufrimiento,16
74,0,eo,ceguera,18
74,0,eo,suicida,19
74,0,eo,asfixia,23
74,1,eo,terrorista,25
74,0,eo,plaga,26
74,0,eo,sida,28
74,0,eo,violaci�n,29
74,0,eo,morgue,30
74,0,eo,traidor,31
74,0,eo,tumor,33
74,1,eo,nazi,35
74,0,eo,ahogado,36
74,0,eo,hambruna,37
74,1,eo,crimen,40
75,0,eo,tumor,2
75,1,eo,masacre,6
75,1,eo,c�ncer,7
75,0,eo,asesino,9
75,0,eo,violaci�n,10
75,0,eo,nazi,11
75,1,eo,hambruna,12
75,1,eo,sufrimiento,14
75,1,eo,parapl�jico,17
75,0,eo,morgue,18
75,1,eo,traidor,21
75,1,eo,suicida,22
75,0,eo,ahogado,23
75,0,eo,plaga,25
75,1,eo,amputaci�n,26
75,0,eo,sida,27
75,0,eo,crimen,28
75,1,eo,terrorista,33
75,1,eo,ceguera,35
75,1,eo,asfixia,40
4,0,emo_minus_one,tumor,2
4,0,emo_minus_one,hambruna,12
4,0,emo_minus_one,ceguera,13
4,0,emo_minus_one,amputaci�n,17
4,0,emo_minus_one,sufrimiento,20
4,1,emo_minus_one,traidor,21
4,0,emo_minus_one,ahogado,22
4,0,emo_minus_one,nazi,23
4,0,emo_minus_one,c�ncer,25
4,0,emo_minus_one,masacre,27
4,1,emo_minus_one,asfixia,28
4,0,emo_minus_one,morgue,31
4,1,emo_minus_one,suicida,32
4,1,emo_minus_one,crimen,33
4,0,emo_minus_one,violaci�n,34
4,0,emo_minus_one,plaga,35
4,0,emo_minus_one,sida,36
4,1,emo_minus_one,asesino,37
4,0,emo_minus_one,parapl�jico,38
4,0,emo_minus_one,terrorista,40
5,0,emo_minus_one,suicida,1
5,0,emo_minus_one,c�ncer,3
5,0,emo_minus_one,asfixia,5
5,1,emo_minus_one,ceguera,6
5,1,emo_minus_one,hambruna,8
5,0,emo_minus_one,sida,9
5,0,emo_minus_one,sufrimiento,12
5,1,emo_minus_one,asesino,15
5,0,emo_minus_one,violaci�n,16
5,0,emo_minus_one,parapl�jico,17
5,0,emo_minus_one,crimen,18
5,0,emo_minus_one,traidor,19
5,0,emo_minus_one,terrorista,26
5,1,emo_minus_one,plaga,27
5,0,emo_minus_one,amputaci�n,28
5,1,emo_minus_one,masacre,32
5,1,emo_minus_one,ahogado,33
5,0,emo_minus_one,nazi,34
5,1,emo_minus_one,tumor,37
5,0,emo_minus_one,morgue,38
6,0,emo_minus_one,violaci�n,1
6,1,emo_minus_one,sufrimiento,2
6,1,emo_minus_one,suicida,5
6,1,emo_minus_one,masacre,7
6,1,emo_minus_one,crimen,8
6,1,emo_minus_one,sida,12
6,0,emo_minus_one,asfixia,15
6,0,emo_minus_one,parapl�jico,16
6,1,emo_minus_one,ahogado,18
6,0,emo_minus_one,traidor,19
6,0,emo_minus_one,morgue,20
6,1,emo_minus_one,terrorista,23
6,0,emo_minus_one,plaga,26
6,1,emo_minus_one,amputaci�n,29
6,1,emo_minus_one,hambruna,30
6,1,emo_minus_one,asesino,31
6,0,emo_minus_one,nazi,34
6,1,emo_minus_one,c�ncer,35
6,1,emo_minus_one,tumor,36
6,0,emo_minus_one,ceguera,37
7,1,emo_minus_one,nazi,2
7,0,emo_minus_one,terrorista,4
7,0,emo_minus_one,asfixia,6
7,0,emo_minus_one,asesino,7
7,0,emo_minus_one,sida,8
7,0,emo_minus_one,ahogado,14
7,1,emo_minus_one,ceguera,16
7,1,emo_minus_one,tumor,17
7,1,emo_minus_one,masacre,18
7,1,emo_minus_one,crimen,20
7,1,emo_minus_one,traidor,21
7,0,emo_minus_one,violaci�n,22
7,1,emo_minus_one,hambruna,25
7,0,emo_minus_one,c�ncer,27
7,0,emo_minus_one,plaga,28
7,0,emo_minus_one,suicida,30
7,0,emo_minus_one,amputaci�n,34
7,1,emo_minus_one,parapl�jico,35
7,1,emo_minus_one,morgue,36
7,1,emo_minus_one,sufrimiento,37
9,0,emo_minus_one,violaci�n,7
9,0,emo_minus_one,plaga,13
9,1,emo_minus_one,c�ncer,14
9,0,emo_minus_one,morgue,15
9,1,emo_minus_one,nazi,16
9,1,emo_minus_one,ahogado,17
9,0,emo_minus_one,asesino,18
9,1,emo_minus_one,tumor,20
9,0,emo_minus_one,ceguera,21
9,1,emo_minus_one,parapl�jico,23
9,0,emo_minus_one,hambruna,24
9,1,emo_minus_one,masacre,26
9,0,emo_minus_one,asfixia,27
9,0,emo_minus_one,sufrimiento,28
9,1,emo_minus_one,amputaci�n,31
9,1,emo_minus_one,traidor,33
9,0,emo_minus_one,suicida,34
9,1,emo_minus_one,sida,35
9,0,emo_minus_one,terrorista,38
9,1,emo_minus_one,crimen,39
10,0,emo_minus_one,ahogado,2
10,1,emo_minus_one,suicida,3
10,1,emo_minus_one,c�ncer,4
10,0,emo_minus_one,plaga,5
10,0,emo_minus_one,sufrimiento,6
10,1,emo_minus_one,terrorista,7
10,0,emo_minus_one,amputaci�n,9
10,0,emo_minus_one,morgue,10
10,1,emo_minus_one,crimen,13
10,1,emo_minus_one,violaci�n,15
10,0,emo_minus_one,tumor,17
10,1,emo_minus_one,parapl�jico,19
10,0,emo_minus_one,hambruna,20
10,0,emo_minus_one,masacre,21
10,1,emo_minus_one,nazi,24
10,0,emo_minus_one,sida,27
10,0,emo_minus_one,asfixia,29
10,0,emo_minus_one,asesino,31
10,0,emo_minus_one,traidor,33
10,0,emo_minus_one,ceguera,36
11,0,emo_minus_one,ahogado,1
11,0,emo_minus_one,asesino,3
11,0,emo_minus_one,asfixia,11
11,0,emo_minus_one,terrorista,14
11,1,emo_minus_one,sida,17
11,0,emo_minus_one,plaga,19
11,1,emo_minus_one,crimen,20
11,0,emo_minus_one,amputaci�n,21
11,0,emo_minus_one,masacre,23
11,1,emo_minus_one,tumor,24
11,1,emo_minus_one,c�ncer,26
11,1,emo_minus_one,hambruna,27
11,1,emo_minus_one,nazi,29
11,0,emo_minus_one,morgue,30
11,0,emo_minus_one,parapl�jico,32
11,1,emo_minus_one,suicida,33
11,1,emo_minus_one,sufrimiento,34
11,0,emo_minus_one,traidor,35
11,0,emo_minus_one,ceguera,36
11,0,emo_minus_one,violaci�n,38
12,1,emo_minus_one,hambruna,5
12,1,emo_minus_one,morgue,6
12,1,emo_minus_one,sida,11
12,1,emo_minus_one,ahogado,12
12,0,emo_minus_one,violaci�n,16
12,1,emo_minus_one,asfixia,18
12,1,emo_minus_one,asesino,19
12,1,emo_minus_one,nazi,21
12,0,emo_minus_one,crimen,22
12,1,emo_minus_one,plaga,23
12,1,emo_minus_one,masacre,25
12,0,emo_minus_one,sufrimiento,26
12,0,emo_minus_one,parapl�jico,27
12,0,emo_minus_one,c�ncer,28
12,0,emo_minus_one,ceguera,29
12,0,emo_minus_one,traidor,31
12,1,emo_minus_one,tumor,33
12,1,emo_minus_one,suicida,34
12,1,emo_minus_one,terrorista,39
12,0,emo_minus_one,amputaci�n,40
14,0,emo_minus_one,sufrimiento,1
14,0,emo_minus_one,masacre,2
14,1,emo_minus_one,terrorista,3
14,0,emo_minus_one,hambruna,4
14,1,emo_minus_one,ahogado,6
14,0,emo_minus_one,morgue,9
14,1,emo_minus_one,asesino,12
14,1,emo_minus_one,parapl�jico,14
14,1,emo_minus_one,asfixia,15
14,0,emo_minus_one,nazi,16
14,1,emo_minus_one,amputaci�n,18
14,0,emo_minus_one,tumor,19
14,1,emo_minus_one,traidor,20
14,1,emo_minus_one,ceguera,21
14,0,emo_minus_one,violaci�n,22
14,0,emo_minus_one,sida,25
14,0,emo_minus_one,suicida,27
14,1,emo_minus_one,crimen,30
14,1,emo_minus_one,plaga,36
14,0,emo_minus_one,c�ncer,38
15,0,emo_minus_one,morgue,3
15,0,emo_minus_one,sida,5
15,1,emo_minus_one,asesino,6
15,1,emo_minus_one,ahogado,8
15,1,emo_minus_one,hambruna,10
15,1,emo_minus_one,c�ncer,11
15,0,emo_minus_one,parapl�jico,14
15,1,emo_minus_one,tumor,16
15,0,emo_minus_one,violaci�n,17
15,0,emo_minus_one,suicida,19
15,0,emo_minus_one,plaga,20
15,0,emo_minus_one,nazi,22
15,1,emo_minus_one,terrorista,25
15,0,emo_minus_one,ceguera,26
15,0,emo_minus_one,masacre,30
15,0,emo_minus_one,crimen,32
15,0,emo_minus_one,amputaci�n,35
15,1,emo_minus_one,traidor,37
15,1,emo_minus_one,sufrimiento,38
15,1,emo_minus_one,asfixia,39
16,0,emo_minus_one,traidor,1
16,0,emo_minus_one,suicida,3
16,0,emo_minus_one,ceguera,4
16,0,emo_minus_one,masacre,5
16,0,emo_minus_one,asesino,6
16,1,emo_minus_one,amputaci�n,8
16,1,emo_minus_one,crimen,9
16,0,emo_minus_one,sida,10
16,0,emo_minus_one,terrorista,12
16,1,emo_minus_one,morgue,14
16,0,emo_minus_one,sufrimiento,18
16,0,emo_minus_one,tumor,23
16,0,emo_minus_one,hambruna,24
16,1,emo_minus_one,plaga,26
16,1,emo_minus_one,asfixia,30
16,0,emo_minus_one,c�ncer,31
16,0,emo_minus_one,violaci�n,32
16,0,emo_minus_one,nazi,36
16,0,emo_minus_one,parapl�jico,38
16,0,emo_minus_one,ahogado,39
17,0,emo_minus_one,asfixia,3
17,1,emo_minus_one,nazi,5
17,1,emo_minus_one,asesino,6
17,1,emo_minus_one,tumor,8
17,1,emo_minus_one,amputaci�n,10
17,1,emo_minus_one,suicida,11
17,0,emo_minus_one,plaga,12
17,0,emo_minus_one,morgue,15
17,0,emo_minus_one,masacre,17
17,1,emo_minus_one,sida,20
17,0,emo_minus_one,hambruna,22
17,0,emo_minus_one,traidor,23
17,1,emo_minus_one,c�ncer,24
17,1,emo_minus_one,violaci�n,26
17,1,emo_minus_one,sufrimiento,28
17,0,emo_minus_one,crimen,29
17,0,emo_minus_one,ahogado,30
17,1,emo_minus_one,terrorista,36
17,0,emo_minus_one,ceguera,37
17,0,emo_minus_one,parapl�jico,38
18,0,emo_minus_one,morgue,3
18,1,emo_minus_one,terrorista,7
18,1,emo_minus_one,amputaci�n,8
18,1,emo_minus_one,tumor,10
18,0,emo_minus_one,suicida,11
18,1,emo_minus_one,nazi,12
18,0,emo_minus_one,asfixia,17
18,0,emo_minus_one,ahogado,20
18,1,emo_minus_one,sida,21
18,0,emo_minus_one,plaga,22
18,0,emo_minus_one,ceguera,24
18,0,emo_minus_one,violaci�n,26
18,1,emo_minus_one,sufrimiento,28
18,0,emo_minus_one,traidor,29
18,0,emo_minus_one,parapl�jico,30
18,1,emo_minus_one,c�ncer,32
18,1,emo_minus_one,masacre,34
18,1,emo_minus_one,crimen,36
18,1,emo_minus_one,hambruna,37
18,1,emo_minus_one,asesino,38
19,0,emo_minus_one,sida,1
19,0,emo_minus_one,masacre,2
19,0,emo_minus_one,asfixia,3
19,0,emo_minus_one,amputaci�n,5
19,0,emo_minus_one,suicida,7
19,0,emo_minus_one,violaci�n,10
19,0,emo_minus_one,sufrimiento,14
19,0,emo_minus_one,asesino,16
19,1,emo_minus_one,traidor,17
19,0,emo_minus_one,ceguera,18
19,0,emo_minus_one,crimen,20
19,1,emo_minus_one,tumor,23
19,0,emo_minus_one,ahogado,25
19,1,emo_minus_one,terrorista,27
19,0,emo_minus_one,plaga,30
19,0,emo_minus_one,hambruna,32
19,0,emo_minus_one,parapl�jico,33
19,1,emo_minus_one,nazi,36
19,0,emo_minus_one,c�ncer,37
19,0,emo_minus_one,morgue,38
20,0,emo_minus_one,violaci�n,5
20,1,emo_minus_one,masacre,6
20,1,emo_minus_one,asfixia,7
20,0,emo_minus_one,traidor,9
20,1,emo_minus_one,ahogado,12
20,1,emo_minus_one,morgue,13
20,0,emo_minus_one,parapl�jico,16
20,0,emo_minus_one,plaga,20
20,0,emo_minus_one,sida,21
20,1,emo_minus_one,hambruna,22
20,1,emo_minus_one,suicida,23
20,0,emo_minus_one,terrorista,26
20,1,emo_minus_one,c�ncer,27
20,0,emo_minus_one,ceguera,31
20,1,emo_minus_one,nazi,32
20,0,emo_minus_one,sufrimiento,34
20,1,emo_minus_one,amputaci�n,36
20,1,emo_minus_one,crimen,37
20,1,emo_minus_one,tumor,39
20,0,emo_minus_one,asesino,40
21,1,emo_minus_one,hambruna,3
21,1,emo_minus_one,amputaci�n,4
21,1,emo_minus_one,nazi,7
21,1,emo_minus_one,crimen,8
21,0,emo_minus_one,sida,10
21,1,emo_minus_one,suicida,12
21,1,emo_minus_one,tumor,14
21,0,emo_minus_one,asfixia,15
21,0,emo_minus_one,violaci�n,16
21,0,emo_minus_one,traidor,20
21,1,emo_minus_one,ahogado,23
21,0,emo_minus_one,plaga,25
21,1,emo_minus_one,sufrimiento,27
21,1,emo_minus_one,morgue,28
21,0,emo_minus_one,masacre,29
21,0,emo_minus_one,terrorista,30
21,1,emo_minus_one,asesino,31
21,0,emo_minus_one,ceguera,32
21,0,emo_minus_one,parapl�jico,36
21,1,emo_minus_one,c�ncer,40
22,0,emo_minus_one,asfixia,1
22,0,emo_minus_one,morgue,2
22,1,emo_minus_one,nazi,3
22,0,emo_minus_one,ahogado,5
22,1,emo_minus_one,traidor,7
22,0,emo_minus_one,masacre,9
22,1,emo_minus_one,asesino,10
22,0,emo_minus_one,parapl�jico,13
22,0,emo_minus_one,crimen,16
22,1,emo_minus_one,tumor,17
22,0,emo_minus_one,hambruna,21
22,1,emo_minus_one,sufrimiento,22
22,1,emo_minus_one,sida,26
22,1,emo_minus_one,ceguera,27
22,1,emo_minus_one,amputaci�n,31
22,1,emo_minus_one,terrorista,32
22,0,emo_minus_one,violaci�n,33
22,1,emo_minus_one,plaga,34
22,1,emo_minus_one,suicida,36
22,1,emo_minus_one,c�ncer,40
23,0,emo_minus_one,hambruna,1
23,1,emo_minus_one,parapl�jico,2
23,0,emo_minus_one,violaci�n,3
23,0,emo_minus_one,traidor,5
23,0,emo_minus_one,ahogado,7
23,1,emo_minus_one,c�ncer,11
23,1,emo_minus_one,plaga,12
23,1,emo_minus_one,morgue,13
23,0,emo_minus_one,sida,14
23,1,emo_minus_one,amputaci�n,15
23,0,emo_minus_one,sufrimiento,17
23,0,emo_minus_one,asfixia,18
23,0,emo_minus_one,terrorista,19
23,0,emo_minus_one,crimen,22
23,0,emo_minus_one,masacre,23
23,0,emo_minus_one,nazi,25
23,0,emo_minus_one,suicida,27
23,0,emo_minus_one,ceguera,30
23,0,emo_minus_one,tumor,38
23,0,emo_minus_one,asesino,40
24,1,emo_minus_one,asesino,2
24,0,emo_minus_one,nazi,4
24,1,emo_minus_one,suicida,6
24,0,emo_minus_one,ceguera,7
24,1,emo_minus_one,ahogado,8
24,1,emo_minus_one,hambruna,9
24,0,emo_minus_one,morgue,10
24,1,emo_minus_one,amputaci�n,13
24,1,emo_minus_one,parapl�jico,17
24,1,emo_minus_one,crimen,18
24,1,emo_minus_one,sida,20
24,0,emo_minus_one,c�ncer,21
24,0,emo_minus_one,violaci�n,23
24,0,emo_minus_one,plaga,24
24,1,emo_minus_one,sufrimiento,25
24,1,emo_minus_one,masacre,26
24,1,emo_minus_one,tumor,33
24,0,emo_minus_one,asfixia,37
24,0,emo_minus_one,traidor,38
24,0,emo_minus_one,terrorista,39
25,1,emo_minus_one,amputaci�n,4
25,0,emo_minus_one,plaga,5
25,1,emo_minus_one,traidor,8
25,0,emo_minus_one,c�ncer,9
25,0,emo_minus_one,suicida,10
25,0,emo_minus_one,ceguera,12
25,0,emo_minus_one,parapl�jico,14
25,0,emo_minus_one,ahogado,16
25,0,emo_minus_one,terrorista,17
25,0,emo_minus_one,hambruna,18
25,1,emo_minus_one,sida,19
25,0,emo_minus_one,crimen,22
25,0,emo_minus_one,sufrimiento,23
25,1,emo_minus_one,nazi,26
25,1,emo_minus_one,asfixia,28
25,1,emo_minus_one,violaci�n,29
25,0,emo_minus_one,masacre,30
25,1,emo_minus_one,asesino,32
25,0,emo_minus_one,tumor,33
25,0,emo_minus_one,morgue,37
26,0,emo_minus_one,ceguera,1
26,0,emo_minus_one,sufrimiento,2
26,0,emo_minus_one,masacre,3
26,0,emo_minus_one,amputaci�n,4
26,1,emo_minus_one,crimen,5
26,0,emo_minus_one,hambruna,6
26,1,emo_minus_one,morgue,8
26,0,emo_minus_one,violaci�n,14
26,0,emo_minus_one,asesino,15
26,0,emo_minus_one,terrorista,16
26,0,emo_minus_one,nazi,19
26,0,emo_minus_one,ahogado,21
26,1,emo_minus_one,plaga,22
26,0,emo_minus_one,asfixia,24
26,0,emo_minus_one,tumor,25
26,0,emo_minus_one,suicida,26
26,0,emo_minus_one,traidor,28
26,1,emo_minus_one,sida,33
26,0,emo_minus_one,parapl�jico,35
26,1,emo_minus_one,c�ncer,40
27,0,emo_minus_one,hambruna,2
27,0,emo_minus_one,sufrimiento,4
27,1,emo_minus_one,ahogado,9
27,0,emo_minus_one,amputaci�n,10
27,1,emo_minus_one,plaga,11
27,0,emo_minus_one,terrorista,12
27,0,emo_minus_one,ceguera,13
27,1,emo_minus_one,sida,14
27,1,emo_minus_one,asesino,15
27,1,emo_minus_one,c�ncer,17
27,1,emo_minus_one,violaci�n,19
27,0,emo_minus_one,crimen,20
27,1,emo_minus_one,suicida,21
27,0,emo_minus_one,morgue,26
27,1,emo_minus_one,tumor,27
27,1,emo_minus_one,traidor,29
27,0,emo_minus_one,asfixia,30
27,0,emo_minus_one,nazi,32
27,0,emo_minus_one,masacre,36
27,0,emo_minus_one,parapl�jico,38
28,0,emo_minus_one,violaci�n,1
28,1,emo_minus_one,sida,4
28,0,emo_minus_one,c�ncer,5
28,1,emo_minus_one,plaga,6
28,0,emo_minus_one,nazi,7
28,0,emo_minus_one,parapl�jico,9
28,0,emo_minus_one,amputaci�n,12
28,0,emo_minus_one,sufrimiento,13
28,0,emo_minus_one,morgue,17
28,1,emo_minus_one,traidor,19
28,1,emo_minus_one,terrorista,20
28,1,emo_minus_one,crimen,22
28,1,emo_minus_one,tumor,23
